,Availability,region,year,policy,agg.land,value
65582,80 percent,Global,2025,CORE,Shrubland,11690.40039
65583,90 percent,Global,2025,CORE,Shrubland,11688.29295
65584,High Availability,Global,2025,CORE,Shrubland,11712.49442
65585,Low Availability,Global,2025,CORE,Shrubland,11717.24103
65586,0 percent,Global,2030,CORE,Shrubland,11807.60456
65587,10 percent,Global,2030,CORE,Shrubland,11700.35682
65588,100 percent,Global,2030,CORE,Shrubland,11625.50975
65589,20 percent,Global,2030,CORE,Shrubland,11674.40447
65590,30 percent,Global,2030,CORE,Shrubland,11660.49248
65591,40 percent,Global,2030,CORE,Shrubland,11651.22838
65592,50 percent,Global,2030,CORE,Shrubland,11644.42441
65593,60 percent,Global,2030,CORE,Shrubland,11639.13967
65594,70 percent,Global,2030,CORE,Shrubland,11634.83807
65595,80 percent,Global,2030,CORE,Shrubland,11631.23606
65596,90 percent,Global,2030,CORE,Shrubland,11628.16508
65597,High Availability,Global,2030,CORE,Shrubland,11664.86012
65598,Low Availability,Global,2030,CORE,Shrubland,11672.26972
65599,0 percent,Global,2035,CORE,Shrubland,11806.69412
65600,10 percent,Global,2035,CORE,Shrubland,11664.36106
65601,100 percent,Global,2035,CORE,Shrubland,11564.22962
65602,20 percent,Global,2035,CORE,Shrubland,11629.17363
65603,30 percent,Global,2035,CORE,Shrubland,11610.56339
65604,40 percent,Global,2035,CORE,Shrubland,11598.24225
65605,50 percent,Global,2035,CORE,Shrubland,11589.21341
65606,60 percent,Global,2035,CORE,Shrubland,11582.17275
65607,70 percent,Global,2035,CORE,Shrubland,11576.45607
65608,80 percent,Global,2035,CORE,Shrubland,11571.71413
65609,90 percent,Global,2035,CORE,Shrubland,11567.69939
65610,High Availability,Global,2035,CORE,Shrubland,11616.62227
65611,Low Availability,Global,2035,CORE,Shrubland,11626.76744
65612,0 percent,Global,2040,CORE,Shrubland,11806.00126
65613,10 percent,Global,2040,CORE,Shrubland,11631.91942
65614,100 percent,Global,2040,CORE,Shrubland,11505.93878
65615,20 percent,Global,2040,CORE,Shrubland,11587.50933
65616,30 percent,Global,2040,CORE,Shrubland,11563.90498
65617,40 percent,Global,2040,CORE,Shrubland,11548.19823
65618,50 percent,Global,2040,CORE,Shrubland,11536.63732
65619,60 percent,Global,2040,CORE,Shrubland,11527.59069
65620,70 percent,Global,2040,CORE,Shrubland,11520.22755
65621,80 percent,Global,2040,CORE,Shrubland,11514.06888
65622,90 percent,Global,2040,CORE,Shrubland,11508.81142
65623,High Availability,Global,2040,CORE,Shrubland,11569.78515
65624,Low Availability,Global,2040,CORE,Shrubland,11583.56581
65625,0 percent,Global,2045,CORE,Shrubland,11805.36221
65626,10 percent,Global,2045,CORE,Shrubland,11598.58484
65627,100 percent,Global,2045,CORE,Shrubland,11442.35703
65628,20 percent,Global,2045,CORE,Shrubland,11544.25723
65629,30 percent,Global,2045,CORE,Shrubland,11515.60905
65630,40 percent,Global,2045,CORE,Shrubland,11496.58065
65631,50 percent,Global,2045,CORE,Shrubland,11482.42288
65632,60 percent,Global,2045,CORE,Shrubland,11471.27766
65633,70 percent,Global,2045,CORE,Shrubland,11462.15615
65634,80 percent,Global,2045,CORE,Shrubland,11454.5172
65635,90 percent,Global,2045,CORE,Shrubland,11448.00988
65636,High Availability,Global,2045,CORE,Shrubland,11522.77373
65637,Low Availability,Global,2045,CORE,Shrubland,11538.53725
65638,0 percent,Global,2050,CORE,Shrubland,11804.82047
65639,10 percent,Global,2050,CORE,Shrubland,11568.75659
65640,100 percent,Global,2050,CORE,Shrubland,11384.57036
65641,20 percent,Global,2050,CORE,Shrubland,11504.00385
65642,30 percent,Global,2050,CORE,Shrubland,11470.17544
65643,40 percent,Global,2050,CORE,Shrubland,11447.94406
65644,50 percent,Global,2050,CORE,Shrubland,11431.44521
65645,60 percent,Global,2050,CORE,Shrubland,11418.47676
65646,70 percent,Global,2050,CORE,Shrubland,11407.86995
65647,80 percent,Global,2050,CORE,Shrubland,11398.95555
65648,90 percent,Global,2050,CORE,Shrubland,11391.28725
65649,High Availability,Global,2050,CORE,Shrubland,11478.9376
65650,Low Availability,Global,2050,CORE,Shrubland,11497.54907
65651,0 percent,Global,2055,CORE,Shrubland,11804.34971
65652,10 percent,Global,2055,CORE,Shrubland,11538.71146
65653,100 percent,Global,2055,CORE,Shrubland,11325.07524
65654,20 percent,Global,2055,CORE,Shrubland,11463.15869
65655,30 percent,Global,2055,CORE,Shrubland,11423.65393
65656,40 percent,Global,2055,CORE,Shrubland,11397.99701
65657,50 percent,Global,2055,CORE,Shrubland,11379.23126
65658,60 percent,Global,2055,CORE,Shrubland,11364.33079
65659,70 percent,Global,2055,CORE,Shrubland,11352.11499
65660,80 percent,Global,2055,CORE,Shrubland,11341.7507
65661,90 percent,Global,2055,CORE,Shrubland,11332.8502
65662,High Availability,Global,2055,CORE,Shrubland,11432.27824
65663,Low Availability,Global,2055,CORE,Shrubland,11454.04688
65664,0 percent,Global,2060,CORE,Shrubland,11804.05999
65665,10 percent,Global,2060,CORE,Shrubland,11515.95183
65666,100 percent,Global,2060,CORE,Shrubland,11277.7388
65667,20 percent,Global,2060,CORE,Shrubland,11431.19346
65668,30 percent,Global,2060,CORE,Shrubland,11386.65013
65669,40 percent,Global,2060,CORE,Shrubland,11357.88118
65670,50 percent,Global,2060,CORE,Shrubland,11337.01058
65671,60 percent,Global,2060,CORE,Shrubland,11320.7199
65672,70 percent,Global,2060,CORE,Shrubland,11307.39749
65673,80 percent,Global,2060,CORE,Shrubland,11296.10059
65674,90 percent,Global,2060,CORE,Shrubland,11286.29422
65675,High Availability,Global,2060,CORE,Shrubland,11394.88141
65676,Low Availability,Global,2060,CORE,Shrubland,11419.58981
65677,0 percent,Global,2065,CORE,Shrubland,11803.83172
65678,10 percent,Global,2065,CORE,Shrubland,11498.68469
65679,100 percent,Global,2065,CORE,Shrubland,11238.2385
65680,20 percent,Global,2065,CORE,Shrubland,11404.77082
65681,30 percent,Global,2065,CORE,Shrubland,11355.75256
65682,40 percent,Global,2065,CORE,Shrubland,11324.06936
65683,50 percent,Global,2065,CORE,Shrubland,11301.29603
65684,60 percent,Global,2065,CORE,Shrubland,11283.84607
65685,70 percent,Global,2065,CORE,Shrubland,11269.65526
65686,80 percent,Global,2065,CORE,Shrubland,11257.72851
65687,90 percent,Global,2065,CORE,Shrubland,11247.34399
65688,High Availability,Global,2065,CORE,Shrubland,11363.99652
65689,Low Availability,Global,2065,CORE,Shrubland,11391.37529
65690,0 percent,Global,2070,CORE,Shrubland,11803.68605
65691,10 percent,Global,2070,CORE,Shrubland,11488.20896
65692,100 percent,Global,2070,CORE,Shrubland,11206.46444
65693,20 percent,Global,2070,CORE,Shrubland,11387.06547
65694,30 percent,Global,2070,CORE,Shrubland,11332.12877
65695,40 percent,Global,2070,CORE,Shrubland,11297.64052
65696,50 percent,Global,2070,CORE,Shrubland,11273.52672
65697,60 percent,Global,2070,CORE,Shrubland,11254.86929
65698,70 percent,Global,2070,CORE,Shrubland,11239.72542
65699,80 percent,Global,2070,CORE,Shrubland,11227.02473
65700,90 percent,Global,2070,CORE,Shrubland,11216.0722
65701,High Availability,Global,2070,CORE,Shrubland,11338.75628
65702,Low Availability,Global,2070,CORE,Shrubland,11368.60207
65703,0 percent,Global,2075,CORE,Shrubland,11803.59779
65704,10 percent,Global,2075,CORE,Shrubland,11479.57996
65705,100 percent,Global,2075,CORE,Shrubland,11179.81465
65706,20 percent,Global,2075,CORE,Shrubland,11375.37729
65707,30 percent,Global,2075,CORE,Shrubland,11316.48638
65708,40 percent,Global,2075,CORE,Shrubland,11278.70152
65709,50 percent,Global,2075,CORE,Shrubland,11252.03459
65710,60 percent,Global,2075,CORE,Shrubland,11231.62419
65711,70 percent,Global,2075,CORE,Shrubland,11215.13783
65712,80 percent,Global,2075,CORE,Shrubland,11201.36956
65713,90 percent,Global,2075,CORE,Shrubland,11189.84604
65714,High Availability,Global,2075,CORE,Shrubland,11317.46111
65715,Low Availability,Global,2075,CORE,Shrubland,11349.76973
65716,0 percent,Global,2080,CORE,Shrubland,11803.53508
65717,10 percent,Global,2080,CORE,Shrubland,11472.85445
65718,100 percent,Global,2080,CORE,Shrubland,11160.59689
65719,20 percent,Global,2080,CORE,Shrubland,11364.09552
65720,30 percent,Global,2080,CORE,Shrubland,11303.28602
65721,40 percent,Global,2080,CORE,Shrubland,11264.67593
65722,50 percent,Global,2080,CORE,Shrubland,11236.66787
65723,60 percent,Global,2080,CORE,Shrubland,11215.20832
65724,70 percent,Global,2080,CORE,Shrubland,11198.0018
65725,80 percent,Global,2080,CORE,Shrubland,11183.68038
65726,90 percent,Global,2080,CORE,Shrubland,11171.3523
65727,High Availability,Global,2080,CORE,Shrubland,11303.06954
65728,Low Availability,Global,2080,CORE,Shrubland,11337.29258
65729,0 percent,Global,2085,CORE,Shrubland,11803.50599
65730,10 percent,Global,2085,CORE,Shrubland,11468.8799
65731,100 percent,Global,2085,CORE,Shrubland,11147.87328
65732,20 percent,Global,2085,CORE,Shrubland,11356.64041
65733,30 percent,Global,2085,CORE,Shrubland,11292.84916
65734,40 percent,Global,2085,CORE,Shrubland,11252.35804
65735,50 percent,Global,2085,CORE,Shrubland,11224.20358
65736,60 percent,Global,2085,CORE,Shrubland,11202.93367
65737,70 percent,Global,2085,CORE,Shrubland,11185.96558
65738,80 percent,Global,2085,CORE,Shrubland,11171.52826
65739,90 percent,Global,2085,CORE,Shrubland,11158.88136
65740,High Availability,Global,2085,CORE,Shrubland,11293.34552
65741,Low Availability,Global,2085,CORE,Shrubland,11328.99911
65742,0 percent,Global,2090,CORE,Shrubland,11803.50161
65743,10 percent,Global,2090,CORE,Shrubland,11466.76186
65744,100 percent,Global,2090,CORE,Shrubland,11138.45008
65745,20 percent,Global,2090,CORE,Shrubland,11352.22091
65746,30 percent,Global,2090,CORE,Shrubland,11286.18678
65747,40 percent,Global,2090,CORE,Shrubland,11244.05893
65748,50 percent,Global,2090,CORE,Shrubland,11214.97941
65749,60 percent,Global,2090,CORE,Shrubland,11193.15324
65750,70 percent,Global,2090,CORE,Shrubland,11175.75339
65751,80 percent,Global,2090,CORE,Shrubland,11161.32738
65752,90 percent,Global,2090,CORE,Shrubland,11149.06573
65753,High Availability,Global,2090,CORE,Shrubland,11285.04907
65754,Low Availability,Global,2090,CORE,Shrubland,11322.01397
65755,0 percent,Global,2095,CORE,Shrubland,11803.52941
65756,10 percent,Global,2095,CORE,Shrubland,11466.92946
65757,100 percent,Global,2095,CORE,Shrubland,11132.91184
65758,20 percent,Global,2095,CORE,Shrubland,11350.96177
65759,30 percent,Global,2095,CORE,Shrubland,11283.44496
65760,40 percent,Global,2095,CORE,Shrubland,11240.06454
65761,50 percent,Global,2095,CORE,Shrubland,11210.15416
65762,60 percent,Global,2095,CORE,Shrubland,11187.90468
65763,70 percent,Global,2095,CORE,Shrubland,11170.30895
65764,80 percent,Global,2095,CORE,Shrubland,11155.86171
65765,90 percent,Global,2095,CORE,Shrubland,11143.5626
65766,High Availability,Global,2095,CORE,Shrubland,11280.57869
65767,Low Availability,Global,2095,CORE,Shrubland,11318.76009
65768,0 percent,Global,2100,CORE,Shrubland,11803.59127
65769,10 percent,Global,2100,CORE,Shrubland,11468.97605
65770,100 percent,Global,2100,CORE,Shrubland,11132.68538
65771,20 percent,Global,2100,CORE,Shrubland,11352.57367
65772,30 percent,Global,2100,CORE,Shrubland,11284.18359
65773,40 percent,Global,2100,CORE,Shrubland,11240.12591
65774,50 percent,Global,2100,CORE,Shrubland,11209.76493
65775,60 percent,Global,2100,CORE,Shrubland,11187.36604
65776,70 percent,Global,2100,CORE,Shrubland,11169.83385
65777,80 percent,Global,2100,CORE,Shrubland,11155.36546
65778,90 percent,Global,2100,CORE,Shrubland,11143.13973
65779,High Availability,Global,2100,CORE,Shrubland,11279.81451
65780,Low Availability,Global,2100,CORE,Shrubland,11318.91152
